song_id,valence_mean,arousal_mean,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,chroma_cqt_mean,chroma_cens_mean,melspectrogram_mean,tonnetz_mean,rhythm.tempogram_mean,mfcc_mean,onset_detect_mean,harmonic_mean,percussive_mean,rms_mean,zero_crossing_rate_mean,chroma_stft_std,spectral_centroid_std,spectral_bandwidth_std,spectral_rolloff_std,chroma_cqt_std,chroma_cens_std,melspectrogram_std,tonnetz_std,rhythm.tempogram_std,mfcc_std,onset_detect_std,harmonic_std,percussive_std,rms_std,zero_crossing_rate_std
18,4.8,3.9,0.3933318,2313.599849,2816.400071,5103.557736,0.42889184,0.231755149,1.059047,0.024832759,0.240144576,-3.6523626,1817.682692,1.00E-06,-4.07E-06,0.071011834,0.04884259,0.30714282,1122.384212,669.5487968,2091.749698,0.28248882,0.172112998,6.744661,0.075438841,0.265879908,67.76709,1153.995269,0.060411286,0.025520813,0.023990208,0.044032541
19,5.9,4.3,0.52610713,1998.543155,2683.345012,4382.897808,0.55610144,0.262635866,10.229713,-0.003602324,0.262491675,4.8900166,1976.533333,-1.05E-06,1.76E-06,0.21921618,0.042650404,0.25604543,1058.392666,988.8968838,2766.257672,0.25703242,0.119815421,77.33103,0.067536957,0.288008403,52.888176,1096.73846,0.15968598,0.09351479,0.07762908,0.032215274
20,5.4,6.5,0.43719852,2882.114282,3512.147602,6294.39009,0.5194852,0.260609974,3.1270602,0.006804075,0.132491847,1.1863121,1952.557522,0.000289507,0.001005077,0.12966223,0.068826635,0.3161766,1075.364011,949.6887555,2975.222713,0.25432432,0.124160279,15.12647,0.061644284,0.157567868,57.12697,1118.164262,0.10896583,0.05941406,0.06173175,0.035987532
21,6.6,6.3,0.37541273,1878.81707,2585.469779,3951.431524,0.41804963,0.231164079,7.938857,0.012871992,0.150641799,-1.3086958,1956.103448,4.93E-07,-1.17E-05,0.19747144,0.040762302,0.2851867,708.9654445,784.9404085,1915.520735,0.26705882,0.17290605,34.383507,0.091641199,0.174340925,54.10205,1143.77192,0.18151748,0.04168367,0.052757304,0.020165928
22,4,4.8,0.49634954,1717.43124,2309.224938,3420.343088,0.4873919,0.251138165,2.9825025,-0.002219689,0.256477025,0.19919524,1610.018692,3.77E-06,2.90E-05,0.1174454,0.039592573,0.28403845,577.0520885,681.7672914,1592.101214,0.2616641,0.142348008,20.360336,0.063876331,0.295128502,63.962517,1185.370647,0.09084132,0.046613503,0.046621557,0.017531403
24,5.3,3.9,0.33152604,2289.738935,2886.364311,4638.025638,0.44234636,0.238066557,4.875128,-0.019077769,0.236442668,-1.4817213,1765.071429,-1.98E-05,-9.49E-05,0.15668055,0.043127611,0.30540162,465.0383082,344.0603658,838.2827382,0.28501308,0.163271699,28.206919,0.084323059,0.260669237,52.59049,1105.186167,0.14313199,0.043577887,0.04359744,0.022203667
25,7.9,4.7,0.54665804,2683.547676,3048.296154,5413.980881,0.51556695,0.26181842,3.6707125,0.003929314,0.245268818,3.2434468,2117.227642,9.98E-07,1.50E-05,0.14211683,0.056463148,0.27752003,522.3657096,617.5528859,1263.922572,0.25610775,0.121591316,20.413857,0.056476374,0.274472986,51.619007,1240.738738,0.11540027,0.054418847,0.029940136,0.031112668
31,4.7,3.8,0.47255647,2725.745779,3191.938312,6265.545923,0.42606866,0.230747836,3.354725,-0.002619455,0.215646473,2.0936117,1974.326531,-6.42E-06,1.69E-05,0.118980646,0.056370742,0.29585403,1133.140374,883.5393414,2601.996888,0.2898996,0.173461147,32.16768,0.088021502,0.239472813,55.19284,1131.302904,0.092993565,0.06403368,0.061024107,0.0331325
32,4.2,3.3,0.33602533,1720.146163,1546.23177,2816.058902,0.53178656,0.261033005,11.728174,0.007377323,0.259595297,-1.4888742,1815.666667,1.31E-06,5.48E-05,0.23806119,0.063591615,0.2884875,230.5913751,208.5119417,281.0554295,0.24427591,0.123268421,79.75935,0.063569633,0.28493189,58.864254,1118.818775,0.21281338,0.108353324,0.12886314,0.013815624
35,4.8,6.5,0.32493457,2029.027322,2776.185322,4298.517819,0.41423965,0.239997104,11.426072,-0.032165821,0.15610364,-0.4417658,1812.348936,0.000188782,0.001565098,0.22026674,0.03849395,0.3134851,866.573148,731.4916913,2312.766498,0.27984807,0.160420458,94.98271,0.083631601,0.18165317,55.02468,1148.695859,0.2170523,0.06667323,0.10899205,0.024993997
37,6.6,5.3,0.50294924,2382.128302,2956.771496,4810.364364,0.5276469,0.261388894,4.3457274,0.003646654,0.233374816,2.3939226,1957.557522,1.89E-06,6.36E-06,0.14624694,0.045149714,0.28511068,729.6385263,827.7225906,1724.609911,0.2649135,0.122511956,24.714672,0.060906269,0.257693104,53.640804,1150.533773,0.12291977,0.057740144,0.043793466,0.021589876
39,7.3,5.4,0.3681246,2586.077645,2337.025692,4646.057601,0.5709218,0.268287481,6.2047715,0.008618757,0.239188987,-1.3114696,1935.527607,1.21E-06,2.80E-06,0.19343542,0.08215527,0.30280942,454.8266971,394.7125066,903.5460477,0.24506195,0.106560597,39.041725,0.055011054,0.265609754,50.197174,1023.681635,0.15512891,0.089225255,0.07395233,0.020862051
40,4.6,4.8,0.4542907,1753.909977,2522.697591,3680.962643,0.4544322,0.240296453,2.201614,0.024031713,0.213278092,-1.5941069,1852.721893,5.25E-06,0.000508753,0.095124125,0.03079745,0.29738298,952.0022379,923.5203075,2334.726133,0.27686244,0.15997171,14.558918,0.08343228,0.239519811,68.23843,1137.794243,0.08540211,0.03488734,0.0489658,0.025549145
41,4.3,5.1,0.49951646,1670.262849,2132.468151,3166.502207,0.56468856,0.266280877,5.2707863,-0.009814043,0.293422499,0.8678754,1927.569231,-3.69E-07,-4.59E-06,0.1634993,0.039436484,0.2649066,338.1600289,470.8781997,823.5743413,0.2361486,0.111480167,27.969883,0.055333598,0.320583462,56.116222,1126.071004,0.12458453,0.059685614,0.038924422,0.009060934
42,6.1,5.1,0.5625037,1802.493785,2403.98687,3530.651487,0.56154406,0.266653095,4.1425457,0.005018092,0.299482122,3.891138,1743.918367,4.89E-05,-7.10E-05,0.14524655,0.039455869,0.25875515,473.0840075,447.5870179,1144.880268,0.24063632,0.110586889,23.851274,0.057076583,0.327149774,55.035847,1097.040264,0.10397695,0.058021955,0.036385406,0.015648658
43,6.7,3.5,0.49456686,1832.850557,2185.908397,3624.911294,0.5087738,0.256254935,44.862064,0.006938907,0.283417392,10.549781,1790.571429,5.25E-05,-0.00015512,0.48877072,0.041610777,0.25625762,574.4852725,502.3020233,1309.204807,0.25742543,0.132916295,208.69843,0.058447926,0.310984975,47.764156,1147.123694,0.40796545,0.13473617,0.06792242,0.017791393
44,3.9,4.9,0.423349,1754.088999,2513.118739,3498.892927,0.5038664,0.25320229,2.9899888,-0.01479644,0.188008052,-1.951403,2005.484642,-1.76E-06,1.61E-05,0.11997753,0.03290857,0.29835233,734.7092623,671.3258098,2044.235502,0.26219088,0.138643188,18.701069,0.069188637,0.213101645,64.05929,1105.383681,0.10764234,0.038066827,0.03607005,0.015572915
45,5.1,2.1,0.41268796,1329.219093,1294.802002,2517.27693,0.57326925,0.268602445,21.347328,-0.003481164,0.280976285,4.876426,1786.8,-3.02E-06,-5.01E-05,0.33911026,0.037520301,0.29650116,300.6865022,242.9953594,600.1403381,0.2360522,0.105764172,98.559715,0.049652898,0.307256928,63.550484,1199.997471,0.27416074,0.10519833,0.04028076,0.015096292
46,5.3,4,0.4249873,2143.625625,2677.42027,4496.881118,0.57595277,0.26691655,3.2555609,-0.012618445,0.196817743,-2.1742911,1871.245614,-9.27E-06,-1.32E-05,0.11882658,0.043614001,0.31157634,1191.736388,1138.734716,3025.139744,0.25192982,0.109949483,25.682352,0.053285369,0.220673045,63.123512,1065.903423,0.097686574,0.06362777,0.060963325,0.03291278
47,4.4,4.4,0.55020446,1747.183642,2297.666212,3631.994657,0.48580682,0.251609324,3.980493,0.011477614,0.235350369,2.4761934,1925.345794,-0.001256533,-0.005085658,0.13429895,0.034153379,0.26961628,563.6314664,679.422282,1348.329025,0.2650239,0.141513538,32.656727,0.065533183,0.25972541,60.175552,1151.514489,0.11719408,0.04689478,0.053963766,0.018804346
48,4.5,4.8,0.5709985,1865.416318,2362.85465,3586.036063,0.5216112,0.257396318,2.1964588,-0.007759418,0.263791728,0.865204,1664.62406,-8.38E-07,-8.70E-06,0.103517845,0.045516272,0.24796629,490.8971234,505.8023035,1111.426446,0.2517992,0.130692268,13.0427,0.06296607,0.291727365,61.586945,1130.532336,0.07364555,0.046313126,0.034683034,0.012862845
49,3.9,5.3,0.3938797,1488.794061,2063.168431,2632.603264,0.49418256,0.249459094,10.467348,0.009675477,0.24193612,-2.4489212,2059.117117,8.79E-07,2.58E-05,0.21464477,0.034532,0.2975249,445.1065281,400.3623404,1347.72217,0.26205236,0.145270416,70.609055,0.075806633,0.268306509,58.615143,1123.590751,0.20521061,0.05583298,0.0944387,0.012269535
50,3.6,4.8,0.50224483,910.2821897,1579.12091,1768.024634,0.31789902,0.194494495,3.7865176,-0.025086428,0.071369636,-2.4070845,1907.245283,-2.23E-05,-0.000138712,0.104480445,0.015795433,0.31574488,853.8822304,975.562441,2135.623275,0.30876878,0.213319537,46.337463,0.12384284,0.107105692,87.24978,1147.624074,0.12388824,0.032259174,0.091209486,0.015503186
51,3.6,3.2,0.5313846,1196.6883,1857.39008,2422.47702,0.38378838,0.212587674,4.7852407,-0.017439951,0.187193682,2.8327386,1834.920213,-1.08E-06,-3.98E-05,0.14634675,0.023684978,0.2829533,791.0189506,505.7428834,1763.798649,0.28812766,0.195294174,30.981638,0.093166405,0.218871923,72.40795,1050.400789,0.1356695,0.04391899,0.06499021,0.031409348
52,4.6,5.1,0.5050244,1760.825971,2299.179403,3733.35376,0.46192887,0.242427105,35.05584,-0.024459107,0.238051258,9.342361,1958.324138,2.08E-05,-2.46E-07,0.42080763,0.035364417,0.29170686,573.8242063,481.4847991,1399.832767,0.26268065,0.156724064,199.82397,0.063264618,0.264522215,48.42532,1153.191266,0.3643897,0.12735857,0.11252125,0.018147458
53,4.3,5.1,0.44968253,1641.444243,2298.870365,2978.138509,0.48361537,0.244478621,2.051197,0.003167837,0.294993512,-1.4020274,1878.840426,-3.62E-06,-1.41E-05,0.09525941,0.042183626,0.28134656,364.6796715,452.2819555,993.5814147,0.26080665,0.153504193,12.214055,0.071484787,0.322580413,66.120224,1195.439653,0.07822368,0.035346895,0.043532997,0.011187488
54,3.1,3.3,0.56410766,1302.047319,1921.399478,2523.092984,0.31297913,0.190161252,4.520645,0.033140985,0.194861848,2.7312295,1898.59375,7.95E-05,0.0003608,0.13946854,0.022702498,0.27883378,999.4342705,799.7015282,2033.438551,0.3012842,0.217191232,33.188942,0.115347101,0.226639518,73.43837,1038.258805,0.13857654,0.032275774,0.06521583,0.027012404
55,5.8,5.4,0.32257882,1268.230297,1335.511911,2371.450161,0.46814808,0.25156867,3.2842638,-0.017020674,0.173216211,-3.9003928,2052.467456,1.00E-05,-1.45E-05,0.119227014,0.037576886,0.30444938,293.0260166,213.9259615,625.7648763,0.27266565,0.141585795,23.13492,0.073722565,0.207082959,74.36205,1100.228685,0.11234887,0.04593053,0.06306199,0.014611206
56,6.4,5.8,0.3811264,2190.565817,2589.610879,4101.919881,0.42458776,0.236515375,11.811625,0.026131954,0.257611986,4.3784733,1889.601626,-2.38E-06,1.77E-05,0.25982556,0.059855583,0.28131604,698.4665261,514.4134823,1564.920697,0.26881677,0.165510756,46.682297,0.078118944,0.286449643,48.750816,1290.901738,0.21020842,0.08463096,0.04469441,0.029469767
58,3.3,3.4,0.46421483,1722.147906,2370.751105,3603.755574,0.32321706,0.195372401,8.210223,0.019365745,0.180640026,4.875546,1981.375691,0.000183857,0.000635397,0.19231924,0.033157557,0.3100161,1149.979153,895.0555119,2580.245548,0.29765433,0.212515784,65.04179,0.121739885,0.204095563,64.14363,1146.621452,0.19109005,0.04337786,0.08152906,0.0298788
59,5.3,4.1,0.42900956,1776.320648,1963.867559,3422.4359,0.41338283,0.235533352,24.070503,-0.010602823,0.231050339,5.8122497,1987.233766,-6.44E-06,-4.46E-05,0.36149284,0.045941614,0.27379513,421.7020353,405.3095353,1015.330128,0.2641159,0.166905283,99.28892,0.078398821,0.25629345,53.003464,1144.735918,0.30405152,0.118534364,0.06565591,0.012542944
60,4.3,6.4,0.48871535,1746.51516,2301.823481,3518.565329,0.54320675,0.263496723,2.054872,-0.007666504,0.242880864,-1.3166257,2056.020833,2.55E-06,2.75E-05,0.09872286,0.038462274,0.2721276,432.0127355,421.7557293,948.9344638,0.24879542,0.117910178,13.124992,0.059791269,0.266784576,61.598106,1129.584451,0.076837055,0.03778406,0.033202052,0.014358421
62,6.2,3.9,0.4151588,1970.68112,1751.911787,3463.489807,0.63600016,0.274632569,2.3825674,0.005756939,0.193214481,-1.8587854,1986.371681,0.001039874,0.001746722,0.11980373,0.067895621,0.28698176,760.900649,552.3779943,1528.312737,0.220112,0.088939784,11.940453,0.046726949,0.216151176,67.49512,1157.846263,0.0932625,0.05151966,0.03759508,0.028258642
64,3.6,4.9,0.49411026,2202.579617,3047.981706,4794.576679,0.49177912,0.248665791,2.815419,0.011045461,0.279565247,1.8183492,2010.602941,-1.22E-05,-1.27E-05,0.117028564,0.042041658,0.27635613,551.9585972,546.4097246,1616.388457,0.26031128,0.146624206,15.35232,0.065617898,0.306697237,53.632565,1179.610992,0.08621819,0.04545641,0.033207398,0.013950291
65,6.4,5.8,0.46043247,2579.659004,3035.234286,5225.207435,0.54638296,0.264325193,2.3209302,-0.00756145,0.199088124,-0.5526655,1788.529412,-3.65E-06,-2.02E-05,0.10607854,0.057681134,0.29925716,880.7131119,910.030042,2252.706443,0.25856322,0.116041051,14.306788,0.056204603,0.225650762,56.968994,1068.554109,0.08209989,0.0526841,0.04035364,0.02952418
67,7.2,6.8,0.47926193,2479.336306,2777.972611,5057.634658,0.5476259,0.264838504,2.8670247,-0.000563883,0.220314077,0.9869856,1669.606383,-2.82E-06,-2.75E-05,0.1194608,0.056755589,0.29204485,641.4995508,607.0833049,1444.438811,0.2548166,0.114864704,15.923124,0.057149189,0.249565418,54.62507,1174.962713,0.09087901,0.05749701,0.04050628,0.022326817
68,3.8,4.9,0.40938962,1612.531803,2230.301023,3235.943424,0.45332563,0.237755892,3.360613,-0.003536009,0.168482939,-2.267944,1898.610169,2.23E-06,8.33E-06,0.12668084,0.035872698,0.28370562,577.6876204,710.7951293,1545.040052,0.26484773,0.163723758,17.468365,0.088446446,0.189573051,61.570576,1115.668524,0.112240195,0.032049805,0.040776845,0.014712063
69,3.2,3.9,0.33840325,1214.248712,1153.53273,2389.29249,0.46140757,0.246960057,0.2802645,-0.006451417,0.172516978,-21.433943,1854.75,-2.07E-06,-3.63E-05,0.03522072,0.04204099,0.3012601,332.411286,213.9849604,690.328147,0.27343798,0.149479308,1.9850748,0.086088883,0.199651358,100.948715,1122.935202,0.0332751,0.013053097,0.018542627,0.022479512
70,4.4,3.6,0.47938812,2083.866963,2782.009548,4228.517587,0.4224214,0.231483297,3.0768182,-0.018499229,0.262361075,0.96820873,2047.963964,2.86E-06,1.83E-05,0.12335322,0.038168324,0.29057372,592.3318124,466.5555362,1423.547945,0.2822723,0.172478453,16.438227,0.090869459,0.288407611,55.88442,1220.384181,0.10549333,0.03699743,0.032513026,0.019673681
71,5.9,3.7,0.39046362,1842.977739,2334.231594,3671.480523,0.3925221,0.227914936,58.96405,0.014861096,0.272455635,9.212601,1831.241935,-4.90E-05,-0.000826149,0.5584502,0.037552466,0.28227553,470.6908447,418.2279758,1305.111575,0.27196893,0.177166914,272.06332,0.083567125,0.299329179,46.7107,1137.486855,0.47873533,0.15539408,0.084303066,0.013704887
72,6.7,5.6,0.44099092,3062.162279,3217.594661,6394.484912,0.52506727,0.259733584,10.211984,0.013798609,0.253880179,3.9236107,1747.575472,0.000110641,0.000226147,0.23505573,0.077402263,0.28315553,1076.259048,667.7152301,2209.468805,0.2561962,0.125983328,52.11092,0.063345948,0.279503482,42.960674,1168.615565,0.17645796,0.10336741,0.065684386,0.043096159
73,5.8,5.6,0.42278507,1742.366991,2541.168308,3320.057152,0.40279403,0.226474839,6.0131063,0.034441105,0.212228286,-0.13759667,2041.939394,2.87E-06,2.40E-05,0.17118478,0.033868128,0.30536774,787.766021,654.1675787,1849.998855,0.28398293,0.179004136,39.010014,0.098921959,0.239163493,62.105476,1127.298292,0.16771294,0.0484173,0.08112406,0.025951819
74,3,4.3,0.44158357,1867.20734,2231.45102,3441.820779,0.50228757,0.259493735,1.8274798,0.001782817,0.162398897,-10.032356,2043.756881,1.06E-06,1.15E-06,0.06316931,0.047465872,0.31581348,1482.047292,1003.68167,2877.727427,0.29364845,0.126476618,21.0463,0.071552069,0.188442336,86.782524,1123.376893,0.06829307,0.046944566,0.073477715,0.056757861
76,4.3,3.2,0.6209199,691.2864421,1080.615492,1298.631453,0.4356236,0.23518484,20.496628,0.000693022,0.170497316,5.851052,1909.417112,-8.85E-06,0.000126863,0.31046385,0.01146284,0.25439286,368.0828389,444.3123039,885.0204327,0.280731,0.16739601,150.40723,0.082293832,0.194777516,70.16836,1122.45358,0.27706105,0.08226064,0.08970711,0.008106266
77,4.2,2.9,0.43826064,2050.895405,2416.667655,4296.748341,0.44293836,0.234459611,15.836529,0.000355948,0.283510541,2.338089,1945.683333,-4.28E-06,3.63E-05,0.2868516,0.04637476,0.28839573,546.8041144,382.9696463,1359.551352,0.26319855,0.168410285,68.38779,0.079567757,0.311389965,49.554626,1122.070163,0.259972,0.06534577,0.07361881,0.019524585
78,3.4,3.9,0.43647167,1734.237392,2863.670139,3273.790739,0.35896733,0.216643682,2.2511537,-0.029948155,0.190029162,-3.2589126,1883.46,1.71E-06,2.22E-06,0.08947458,0.025321266,0.3232023,1278.055523,869.4378592,3027.122352,0.30202368,0.190784823,20.173054,0.099302854,0.215133565,82.49409,1122.859015,0.09920925,0.022217464,0.059725504,0.045183362
79,5.5,5.5,0.44881913,2873.580371,2925.266641,5823.701693,0.55290776,0.264281898,1.4048703,-0.002575561,0.185955128,-1.7890164,1896.581818,1.93E-06,8.81E-06,0.08402978,0.069569567,0.30994502,1058.149701,718.5779669,2235.257884,0.26005098,0.116139621,9.986345,0.058573241,0.213219276,59.028957,1106.930386,0.064710416,0.044680886,0.033610433,0.036857414
80,6,5.1,0.55810523,2275.552932,2737.493538,4813.236686,0.50861883,0.253935369,9.155627,0.018015062,0.145942799,1.0812107,1952.735714,0.000120193,0.000934601,0.19022222,0.046422063,0.2743925,1231.360693,801.9978416,2530.629098,0.2683645,0.137295891,87.463295,0.065874799,0.177978827,55.75947,1172.12011,0.15291855,0.093988284,0.11433341,0.04556886
81,6.1,3.9,0.4725223,2023.583367,2450.873324,4261.570226,0.41915265,0.227221661,26.671265,-0.00804012,0.248550552,8.759416,1957.698276,-1.38E-05,-0.000169126,0.37493724,0.045831344,0.2883443,549.029146,437.6458077,1300.888641,0.2774354,0.178055189,125.781586,0.078398891,0.27456254,48.110775,1076.908396,0.31437245,0.11180616,0.08497347,0.01955832
82,2.9,3.5,0.35101283,1756.843019,2833.448318,3866.239713,0.35158986,0.21220217,4.9394364,0.015695126,0.260025174,-2.3145046,1790.082278,9.92E-07,1.18E-07,0.14719208,0.02626359,0.33238408,1020.764426,707.8317342,2859.911991,0.29944238,0.195712985,34.960464,0.107636721,0.2854215,71.57887,1152.031623,0.14982556,0.027451245,0.059811514,0.032250511
83,6.1,5.8,0.44645846,2841.057647,2745.59815,5478.765204,0.5676556,0.269580778,0.55306476,-0.012648768,0.229969026,-6.0569696,1985.035928,-1.00E-07,-8.50E-06,0.053871725,0.079676574,0.279283,879.3489505,823.244103,1975.877636,0.24358448,0.103245036,4.787086,0.053506076,0.256331191,62.086876,1086.26908,0.042155173,0.025656946,0.023415701,0.030845254
84,5.9,5.6,0.46469522,2507.863641,2597.968812,4946.795796,0.50078875,0.262508618,4.2147593,0.003965325,0.244238455,1.710147,1824.525424,-8.71E-07,2.78E-05,0.14660865,0.067038299,0.28660655,531.6397563,416.0554698,1278.666259,0.2574675,0.120093958,27.332201,0.064359475,0.270488141,50.182495,1150.053357,0.11028406,0.06504657,0.051945817,0.021720012
85,7.1,6.2,0.5197496,2490.102256,2946.869326,5456.560302,0.47091997,0.248267895,1.7842648,0.012011634,0.288527054,1.2093829,2117.410256,-3.89E-06,-3.26E-05,0.09493991,0.053275022,0.2672236,469.3789586,443.9578474,1122.973305,0.27107236,0.14729693,9.090595,0.069200278,0.317003671,56.253277,1113.284784,0.07513218,0.03408241,0.024711436,0.018937985
86,5.4,5.6,0.5500848,3811.546965,3919.486994,8258.687859,0.51070976,0.252906873,4.5410676,0.00930866,0.183106471,2.9362214,1876.139037,4.12E-05,0.000703679,0.14451754,0.08926956,0.27619627,1660.332773,878.0794648,3414.060395,0.27173898,0.139181345,35.336803,0.063163858,0.215700376,53.341057,1206.400365,0.11459799,0.07541597,0.0791212,0.063279574
87,5.3,2.6,0.48868036,1119.151135,1310.697725,2164.436371,0.52150756,0.257381355,20.819557,0.018752538,0.272376487,4.9609947,1862.866071,-1.22E-05,-0.000383443,0.3314053,0.028473514,0.27763766,315.9898877,340.6278316,654.1633112,0.2507816,0.130721734,91.04535,0.05926718,0.298952853,65.27833,1188.837386,0.26950458,0.09919422,0.037956208,0.022565883
88,6.7,5.5,0.57703227,2193.861576,2842.751472,4777.04591,0.5534375,0.261919038,14.158583,0.018901959,0.174501313,5.9199085,1681.447205,6.41E-06,0.000303919,0.2560057,0.03792003,0.26243943,975.3957517,784.0451342,2300.448298,0.25861794,0.121374425,104.01837,0.057318454,0.214578628,50.053093,1060.303589,0.18467654,0.12626798,0.10008835,0.026983246
89,4.5,4.8,0.47430742,1569.707598,2091.448499,3105.457317,0.39444974,0.226730271,2.7357733,-0.031111658,0.28593732,-0.81843275,2114.175676,-1.86E-06,-2.63E-05,0.10956316,0.033457454,0.2870898,285.1570155,308.9541114,611.4880846,0.2682804,0.17868049,15.7265,0.077616494,0.313701973,65.38142,1083.533601,0.095042005,0.03984524,0.050196905,0.009811812
90,4.3,4.2,0.5559308,1991.781438,3025.826153,4291.114753,0.3653541,0.208809739,4.3506565,0.017547149,0.180208652,2.7073667,1704.473333,6.33E-05,0.000450006,0.13149832,0.03009181,0.28079602,1202.852929,1027.690222,3138.569893,0.2971037,0.199328438,41.047306,0.106433587,0.21467333,67.219604,934.6496648,0.1330365,0.03166652,0.074067906,0.02837051
91,4.5,5.5,0.61098343,3041.110877,3261.097146,6387.179598,0.53237385,0.256499072,0.7333957,-0.002167845,0.116918794,-5.2330413,1925.360902,-5.84E-06,-1.25E-05,0.047761794,0.067632236,0.2747318,2101.656931,1117.200657,3865.444564,0.26253125,0.132444552,7.831205,0.051428131,0.141781461,81.050476,1116.596543,0.04646187,0.025336416,0.039144292,0.083614316
92,5.8,4.7,0.4284156,2140.211101,2595.55249,4136.871121,0.5604758,0.266623277,38.530754,0.004803252,0.299678243,5.0935197,2434,9.56E-06,0.000127104,0.45069516,0.049976001,0.28073198,725.8539062,613.2041416,1676.437643,0.23340867,0.110658763,160.64943,0.061290129,0.328727639,44.83862,1283.611416,0.35356066,0.14679475,0.09058807,0.023566659
